iter,success_rate,eval_success_rate,average_return,episode_length,entropy,eval_return,eval_ep_len,total_steps
0,0.0,0.0,0.0,106.0,1.9398020878434181,0.0,122.1,1504
1,0.0,0.0,0.0,93.63636363636364,1.9198879301548004,0.0,122.1,3008
2,0.0,0.0,0.0,150.0,1.932129628956318,0.0,122.1,4512
3,0.0,0.0,0.0,109.86666666666666,1.936585709452629,0.0,122.1,6016
4,0.08333333333333333,0.0,0.06333333333333334,120.41666666666667,1.9396164119243622,0.0,122.1,7520
5,0.0,0.0,0.0,112.07692307692308,1.9436360821127892,0.0,122.1,9024
6,0.0,0.0,0.0,103.78571428571429,1.944170743227005,0.0,122.1,10528
7,0.07692307692307693,0.0,0.03169230769230769,125.61538461538461,1.9387387856841087,0.0,122.1,12032
8,0.07142857142857142,0.0,0.06242857142857143,98.71428571428571,1.9380493760108948,0.0,122.1,13536
9,0.0,0.0,0.0,134.63636363636363,1.9429334327578545,0.0,122.1,15040
10,0.09090909090909091,0.0,0.01836363636363636,131.27272727272728,1.939676582813263,0.0,127.5,16544
11,0.0,0.0,0.0,129.58333333333334,1.921890176832676,0.0,127.5,18048
12,0.0,0.0,0.0,126.58333333333333,1.929887130856514,0.0,127.5,19552
13,0.07692307692307693,0.0,0.064,127.38461538461539,1.9401149898767471,0.0,127.5,21056
14,0.0,0.0,0.0,134.4,1.9426776990294456,0.0,127.5,22560
15,0.0,0.0,0.0,132.91666666666666,1.9418377950787544,0.0,127.5,24064
16,0.0,0.0,0.0,135.33333333333334,1.940039448440075,0.0,127.5,25568
17,0.0,0.0,0.0,130.46153846153845,1.9377753287553787,0.0,127.5,27072
18,0.0,0.0,0.0,130.33333333333334,1.9352215230464935,0.0,127.5,28576
19,0.0,0.0,0.0,131.83333333333334,1.9262920245528221,0.0,127.5,30080
20,0.0,0.1,0.0,95.2,1.9070996418595314,0.0622,111.1,31584
21,0.08333333333333333,0.1,0.06533333333333334,100.33333333333333,1.9246122986078262,0.0622,111.1,33088
22,0.0,0.1,0.0,123.5,1.934844747185707,0.0622,111.1,34592
23,0.0,0.1,0.0,132.72727272727272,1.9291858598589897,0.0622,111.1,36096
24,0.0,0.1,0.0,115.33333333333333,1.931308813393116,0.0622,111.1,37600
25,0.0,0.1,0.0,130.6,1.9209355935454369,0.0622,111.1,39104
26,0.0,0.1,0.0,102.61111111111111,1.934741273522377,0.0622,111.1,40608
27,0.0,0.1,0.0,140.1818181818182,1.929629698395729,0.0622,111.1,42112
28,0.0,0.1,0.0,123.5,1.9312818720936775,0.0622,111.1,43616
29,0.0,0.1,0.0,150.0,1.9292450621724129,0.0622,111.1,45120
30,0.0,0.0,0.0,134.08333333333334,1.9104003086686134,0.0,120.4,46624
31,0.0,0.0,0.0,130.36363636363637,1.9030657410621643,0.0,120.4,48128
32,0.0,0.0,0.0,150.0,1.8874297514557838,0.0,120.4,49632
33,0.0,0.0,0.0,125.4,1.8876142650842667,0.0,120.4,51136
34,0.0,0.0,0.0,128.33333333333334,1.873930685222149,0.0,120.4,52640
35,0.0,0.0,0.0,137.76923076923077,1.8708552047610283,0.0,120.4,54144
36,0.1111111111111111,0.0,0.0751111111111111,139.33333333333334,1.8966858685016632,0.0,120.4,55648
37,0.0,0.0,0.0,113.61538461538461,1.8961021453142166,0.0,120.4,57152
38,0.0,0.0,0.0,118.8,1.9030363038182259,0.0,120.4,58656
39,0.0,0.0,0.0,119.08333333333333,1.9136678650975227,0.0,120.4,60160
40,0.0,0.0,0.0,120.15384615384616,1.9079753160476685,0.0,143.9,61664
41,0.0,0.0,0.0,118.1,1.9084426015615463,0.0,143.9,63168
42,0.0,0.0,0.0,130.69230769230768,1.914188027381897,0.0,143.9,64672
43,0.0,0.0,0.0,150.0,1.91830425709486,0.0,143.9,66176
44,0.0,0.0,0.0,125.8,1.9054367318749428,0.0,143.9,67680
45,0.0,0.0,0.0,103.14285714285714,1.9127182364463806,0.0,143.9,69184
46,0.0,0.0,0.0,120.0,1.8961907476186752,0.0,143.9,70688
47,0.0,0.0,0.0,124.6923076923077,1.9130041226744652,0.0,143.9,72192
48,0.0,0.0,0.0,134.45454545454547,1.9008639827370644,0.0,143.9,73696
49,0.0,0.0,0.0,119.54545454545455,1.9055529311299324,0.0,143.9,75200
50,0.0,0.0,0.0,119.81818181818181,1.8504338636994362,0.0,127.9,76704
51,0.0,0.0,0.0,124.73333333333333,1.8926385045051575,0.0,127.9,78208
52,0.0,0.0,0.0,145.5,1.8538784831762314,0.0,127.9,79712
53,0.0,0.0,0.0,122.63636363636364,1.8640878349542618,0.0,127.9,81216
54,0.08333333333333333,0.0,0.07033333333333333,135.41666666666666,1.8808995634317398,0.0,127.9,82720
55,0.0,0.0,0.0,121.61538461538461,1.88389053940773,0.0,127.9,84224
56,0.0,0.0,0.0,111.91666666666667,1.8985942900180817,0.0,127.9,85728
57,0.0,0.0,0.0,95.25,1.8875202536582947,0.0,127.9,87232
58,0.0,0.0,0.0,117.25,1.8928665965795517,0.0,127.9,88736
59,0.0,0.0,0.0,147.16666666666666,1.8898416608572006,0.0,127.9,90240
60,0.0,0.0,0.0,114.66666666666667,1.8754543215036392,0.0,134.9,91744
61,0.0,0.0,0.0,135.6,1.8992423489689827,0.0,134.9,93248
62,0.0,0.0,0.0,125.92307692307692,1.9054039344191551,0.0,134.9,94752
63,0.0,0.0,0.0,139.63636363636363,1.919494405388832,0.0,134.9,96256
64,0.0,0.0,0.0,142.9,1.9186960235238075,0.0,134.9,97760
65,0.0,0.0,0.0,131.16666666666666,1.9180940315127373,0.0,134.9,99264
66,0.0,0.0,0.0,130.27272727272728,1.9345737025141716,0.0,134.9,100768
67,0.0,0.0,0.0,100.6875,1.9383785501122475,0.0,134.9,102272
68,0.06666666666666667,0.0,0.04586666666666666,108.73333333333333,1.9392676427960396,0.0,134.9,103776
69,0.0,0.0,0.0,119.7,1.9387464001774788,0.0,134.9,105280
70,0.0,0.0,0.0,115.14285714285714,1.9274382814764977,0.0,143.5,106784
71,0.0,0.0,0.0,125.91666666666667,1.9071589931845665,0.0,143.5,108288
72,0.0,0.0,0.0,120.3076923076923,1.9353256449103355,0.0,143.5,109792
73,0.0,0.0,0.0,135.0,1.931660808622837,0.0,143.5,111296
74,0.0,0.0,0.0,118.13333333333334,1.914318971335888,0.0,143.5,112800
75,0.0,0.0,0.0,117.72727272727273,1.9001337140798569,0.0,143.5,114304
76,0.0,0.0,0.0,117.08333333333333,1.8988750353455544,0.0,143.5,115808
77,0.0,0.0,0.0,99.4375,1.8794896975159645,0.0,143.5,117312
78,0.0,0.0,0.0,125.08333333333333,1.9082182422280312,0.0,143.5,118816
79,0.0,0.0,0.0,125.63636363636364,1.9086111634969711,0.0,143.5,120320
80,0.0,0.1,0.0,130.58333333333334,1.8941080421209335,0.045399999999999996,98.4,121824
81,0.0,0.1,0.0,101.625,1.8850425481796265,0.045399999999999996,98.4,123328
82,0.0,0.1,0.0,103.41666666666667,1.9043588116765022,0.045399999999999996,98.4,124832
83,0.0,0.1,0.0,130.0,1.9014330580830574,0.045399999999999996,98.4,126336
84,0.0,0.1,0.0,126.18181818181819,1.881112977862358,0.045399999999999996,98.4,127840
85,0.0,0.1,0.0,126.53846153846153,1.8710598647594452,0.045399999999999996,98.4,129344
86,0.0,0.1,0.0,113.0,1.8859554156661034,0.045399999999999996,98.4,130848
87,0.0,0.1,0.0,124.28571428571429,1.8872720450162888,0.045399999999999996,98.4,132352
88,0.09090909090909091,0.1,0.044,116.0909090909091,1.901769608259201,0.045399999999999996,98.4,133856
89,0.0,0.1,0.0,107.92857142857143,1.8983988538384438,0.045399999999999996,98.4,135360
90,0.0,0.0,0.0,88.0,1.905488669872284,0.0,102.0,136864
91,0.0,0.0,0.0,124.53846153846153,1.887458585202694,0.0,102.0,138368
92,0.0,0.0,0.0,125.75,1.90350741147995,0.0,102.0,139872
93,0.0,0.0,0.0,123.5,1.8748516663908958,0.0,102.0,141376
94,0.0,0.0,0.0,141.54545454545453,1.8910437226295471,0.0,102.0,142880
95,0.0,0.0,0.0,109.78571428571429,1.887603610754013,0.0,102.0,144384
96,0.0,0.0,0.0,120.18181818181819,1.8845390006899834,0.0,102.0,145888
97,0.0,0.0,0.0,87.29411764705883,1.8712934479117393,0.0,102.0,147392
98,0.0,0.0,0.0,139.9,1.8831911832094193,0.0,102.0,148896
99,0.06666666666666667,0.0,0.023066666666666666,116.33333333333333,1.8600666299462318,0.0,102.0,150400
100,0.0,0.0,0.0,139.27272727272728,1.891204796731472,0.0,107.7,151904
101,0.0,0.0,0.0,127.4,1.88201654702425,0.0,107.7,153408
102,0.0,0.0,0.0,147.5,1.8627256080508232,0.0,107.7,154912
103,0.0,0.0,0.0,137.30769230769232,1.8887708559632301,0.0,107.7,156416
104,0.0,0.0,0.0,116.5,1.8621165230870247,0.0,107.7,157920
105,0.08333333333333333,0.0,0.026833333333333338,108.25,1.8882993534207344,0.0,107.7,159424
106,0.0,0.0,0.0,121.7,1.8643314242362976,0.0,107.7,160928
107,0.0,0.0,0.0,118.73333333333333,1.8391299918293953,0.0,107.7,162432
108,0.0,0.0,0.0,99.73333333333333,1.852807529270649,0.0,107.7,163936
109,0.0,0.0,0.0,134.8181818181818,1.8503990769386292,0.0,107.7,165440
110,0.0,0.1,0.0,121.25,1.86213668435812,0.011199999999999998,118.5,166944
111,0.08333333333333333,0.1,0.03833333333333333,124.16666666666667,1.8546893447637558,0.011199999999999998,118.5,168448
112,0.0,0.1,0.0,136.3846153846154,1.8388021662831306,0.011199999999999998,118.5,169952
113,0.09090909090909091,0.1,0.03527272727272726,124.9090909090909,1.8696108534932137,0.011199999999999998,118.5,171456
114,0.0,0.1,0.0,127.7,1.8300990387797356,0.011199999999999998,118.5,172960
115,0.0,0.1,0.0,119.0,1.8515479937195778,0.011199999999999998,118.5,174464
116,0.0,0.1,0.0,96.53846153846153,1.8357112109661102,0.011199999999999998,118.5,175968
117,0.0,0.1,0.0,94.41176470588235,1.8544178009033203,0.011199999999999998,118.5,177472
118,0.07142857142857142,0.1,0.06328571428571429,120.85714285714286,1.8651243969798088,0.011199999999999998,118.5,178976
119,0.0,0.1,0.0,133.77777777777777,1.86415646225214,0.011199999999999998,118.5,180480
120,0.0,0.0,0.0,115.46153846153847,1.8599170595407486,0.0,135.9,181984
121,0.0,0.0,0.0,133.85714285714286,1.869782842695713,0.0,135.9,183488
122,0.0,0.0,0.0,104.92857142857143,1.8978264778852463,0.0,135.9,184992
123,0.09090909090909091,0.0,0.07836363636363636,106.27272727272727,1.896610178053379,0.0,135.9,186496
124,0.0,0.0,0.0,106.82352941176471,1.8642528727650642,0.0,135.9,188000
125,0.0,0.0,0.0,105.28571428571429,1.8744968175888062,0.0,135.9,189504
126,0.1,0.0,0.0892,122.4,1.8554260656237602,0.0,135.9,191008
127,0.0,0.0,0.0,123.35714285714286,1.8679463639855385,0.0,135.9,192512
128,0.0,0.0,0.0,131.33333333333334,1.8534606248140335,0.0,135.9,194016
129,0.0,0.0,0.0,106.54545454545455,1.854793056845665,0.0,135.9,195520
130,0.0,0.0,0.0,141.07692307692307,1.8297930657863617,0.0,102.1,197024
131,0.0,0.0,0.0,109.4,1.8529919907450676,0.0,102.1,198528
132,0.0,0.0,0.0,112.45454545454545,1.7983768731355667,0.0,102.1,200032
133,0.08333333333333333,0.0,0.03783333333333333,120.33333333333333,1.8140720874071121,0.0,102.1,201536
134,0.0,0.0,0.0,109.46666666666667,1.8181825205683708,0.0,102.1,203040
135,0.0,0.0,0.0,129.33333333333334,1.7872051149606705,0.0,102.1,204544
136,0.0,0.0,0.0,125.27272727272727,1.8227112516760826,0.0,102.1,206048
137,0.0,0.0,0.0,102.71428571428571,1.8119213581085205,0.0,102.1,207552
138,0.0,0.0,0.0,102.8125,1.8335745856165886,0.0,102.1,209056
139,0.0,0.0,0.0,106.53846153846153,1.861471727490425,0.0,102.1,210560
140,0.0,0.0,0.0,124.6,1.8414575904607773,0.0,116.0,212064
141,0.0,0.0,0.0,140.75,1.8122776001691818,0.0,116.0,213568
142,0.0,0.0,0.0,123.5,1.864760585129261,0.0,116.0,215072
143,0.0,0.0,0.0,121.16666666666667,1.8374962881207466,0.0,116.0,216576
144,0.0,0.0,0.0,133.5,1.8414428234100342,0.0,116.0,218080
145,0.09090909090909091,0.0,0.07290909090909091,137.8181818181818,1.875016711652279,0.0,116.0,219584
146,0.0,0.0,0.0,96.05882352941177,1.89310934394598,0.0,116.0,221088
147,0.0,0.0,0.0,134.7,1.8938242197036743,0.0,116.0,222592
148,0.0,0.0,0.0,135.8,1.8717638179659843,0.0,116.0,224096
149,0.0,0.0,0.0,147.16666666666666,1.8217060565948486,0.0,116.0,225600
150,0.07692307692307693,0.0,0.06446153846153846,125.0,1.8038328513503075,0.0,101.8,227104
151,0.0,0.0,0.0,121.0,1.8534392639994621,0.0,101.8,228608
152,0.0,0.0,0.0,135.1818181818182,1.8620074316859245,0.0,101.8,230112
153,0.0,0.0,0.0,114.73333333333333,1.8712294027209282,0.0,101.8,231616
154,0.0,0.0,0.0,128.44444444444446,1.8729886710643768,0.0,101.8,233120
155,0.0,0.0,0.0,144.91666666666666,1.873929724097252,0.0,101.8,234624
156,0.0,0.0,0.0,136.1,1.883945845067501,0.0,101.8,236128
157,0.0,0.0,0.0,134.46153846153845,1.8824740424752235,0.0,101.8,237632
158,0.0,0.0,0.0,150.0,1.8589179441332817,0.0,101.8,239136
159,0.0,0.0,0.0,120.35714285714286,1.8908939510583878,0.0,101.8,240640
160,0.0,0.0,0.0,135.63636363636363,1.8447400629520416,0.0,132.1,242144
161,0.0,0.0,0.0,140.3,1.837119311094284,0.0,132.1,243648
162,0.0,0.0,0.0,137.66666666666666,1.8291865065693855,0.0,132.1,245152
163,0.0,0.0,0.0,136.33333333333334,1.8309497386217117,0.0,132.1,246656
164,0.07142857142857142,0.0,0.04185714285714286,116.14285714285714,1.8400348201394081,0.0,132.1,248160
165,0.0,0.0,0.0,140.9090909090909,1.8629223331809044,0.0,132.1,249664
166,0.0,0.0,0.0,120.18181818181819,1.8001524582505226,0.0,132.1,251168
167,0.0,0.0,0.0,137.8181818181818,1.8211029469966888,0.0,132.1,252672
168,0.0,0.0,0.0,115.3076923076923,1.7868632376194,0.0,132.1,254176
169,0.0,0.0,0.0,141.0909090909091,1.8043358325958252,0.0,132.1,255680
170,0.0,0.0,0.0,124.84615384615384,1.7893899530172348,0.0,150.0,257184
171,0.0,0.0,0.0,150.0,1.7709665521979332,0.0,150.0,258688
172,0.0,0.0,0.0,144.0,1.8132322207093239,0.0,150.0,260192
173,0.0,0.0,0.0,131.72727272727272,1.8209692537784576,0.0,150.0,261696
174,0.0,0.0,0.0,113.2,1.7528783902525902,0.0,150.0,263200
175,0.0,0.0,0.0,150.0,1.800614319741726,0.0,150.0,264704
176,0.0,0.0,0.0,112.36363636363636,1.783562257885933,0.0,150.0,266208
177,0.08333333333333333,0.0,0.008333333333333331,140.66666666666666,1.8302119746804237,0.0,150.0,267712
178,0.0,0.0,0.0,118.64285714285714,1.8183912560343742,0.0,150.0,269216
179,0.07142857142857142,0.0,0.044,127.78571428571429,1.8485100790858269,0.0,150.0,270720
180,0.0,0.0,0.0,139.77777777777777,1.856236681342125,0.0,138.9,272224
181,0.0,0.0,0.0,138.88888888888889,1.8515341505408287,0.0,138.9,273728
182,0.0,0.0,0.0,119.53846153846153,1.8483418077230453,0.0,138.9,275232
183,0.0,0.0,0.0,123.6923076923077,1.8588129132986069,0.0,138.9,276736
184,0.0,0.0,0.0,132.72727272727272,1.8451917096972466,0.0,138.9,278240
185,0.0,0.0,0.0,131.9090909090909,1.8332588076591492,0.0,138.9,279744
186,0.0,0.0,0.0,137.1,1.805679313838482,0.0,138.9,281248
187,0.0,0.0,0.0,135.92307692307693,1.8005716800689697,0.0,138.9,282752
188,0.0,0.0,0.0,119.07692307692308,1.7840548679232597,0.0,138.9,284256
189,0.0,0.0,0.0,128.83333333333334,1.7704728096723557,0.0,138.9,285760
190,0.0,0.0,0.0,132.1,1.7881428897380829,0.0,112.9,287264
191,0.0,0.0,0.0,129.0,1.7572790160775185,0.0,112.9,288768
192,0.0,0.0,0.0,141.6,1.7849116027355194,0.0,112.9,290272
193,0.0,0.0,0.0,129.91666666666666,1.7856835946440697,0.0,112.9,291776
194,0.0,0.0,0.0,150.0,1.8072301149368286,0.0,112.9,293280
195,0.0,0.0,0.0,150.0,1.8094637915492058,0.0,112.9,294784
196,0.1111111111111111,0.0,0.05777777777777778,142.22222222222223,1.7564156278967857,0.0,112.9,296288
197,0.0,0.0,0.0,133.57142857142858,1.8275508508086205,0.0,112.9,297792
198,0.0,0.0,0.0,139.55555555555554,1.8148039802908897,0.0,112.9,299296
199,0.0,0.0,0.0,150.0,1.7743889465928078,0.0,150.0,300800
