iter,success_rate,eval_success_rate,average_return,episode_length,entropy,eval_return,eval_ep_len,total_steps
72,0.0,0.0,0.0,150.0,1.8345481008291245,0.0,150.0,109792
73,0.0,0.0,0.0,150.0,1.867672175168991,0.0,150.0,111296
74,0.0,0.0,0.0,150.0,1.840112417936325,0.0,150.0,112800
75,0.0,0.0,0.0,150.0,1.785180740058422,0.0,150.0,114304
76,0.0,0.0,0.0,150.0,1.8204386606812477,0.0,150.0,115808
77,0.0,0.0,0.0,150.0,1.7524989172816277,0.0,150.0,117312
78,0.0,0.0,0.0,150.0,1.8114860728383064,0.0,150.0,118816
79,0.0,0.0,0.0,150.0,1.8001979067921638,0.0,150.0,120320
80,0.0,0.0,0.0,150.0,1.8185264095664024,0.0,150.0,121824
81,0.0,0.0,0.0,150.0,1.78434669226408,0.0,150.0,123328
82,0.0,0.0,0.0,150.0,1.8010089993476868,0.0,150.0,124832
83,0.0,0.0,0.0,150.0,1.8204575181007385,0.0,150.0,126336
84,0.0,0.0,0.0,150.0,1.8265879973769188,0.0,150.0,127840
85,0.09090909090909091,0.0,0.04454545454545455,144.0909090909091,1.8407047167420387,0.0,150.0,129344
86,0.0,0.0,0.0,150.0,1.882879562675953,0.0,150.0,130848
87,0.0,0.0,0.0,150.0,1.885942354798317,0.0,150.0,132352
88,0.0,0.0,0.0,150.0,1.8888700678944588,0.0,150.0,133856
89,0.0,0.0,0.0,150.0,1.9054667055606842,0.0,150.0,135360
90,0.0,0.0,0.0,150.0,1.9112466424703598,0.0,150.0,136864
91,0.0,0.0,0.0,150.0,1.9204214960336685,0.0,150.0,138368
92,0.0,0.0,0.0,150.0,1.9178855419158936,0.0,150.0,139872
93,0.0,0.0,0.0,150.0,1.9206415340304375,0.0,150.0,141376
94,0.0,0.0,0.0,150.0,1.904350683093071,0.0,150.0,142880
95,0.0,0.0,0.0,150.0,1.9015706405043602,0.0,150.0,144384
96,0.0,0.0,0.0,150.0,1.8940874189138412,0.0,150.0,145888
97,0.0,0.0,0.0,150.0,1.874614030122757,0.0,150.0,147392
98,0.0,0.0,0.0,150.0,1.9096443802118301,0.0,150.0,148896
99,0.0,0.0,0.0,150.0,1.9007600396871567,0.0,150.0,150400
100,0.1,0.0,0.05500000000000001,142.5,1.8941549584269524,0.0,150.0,151904
101,0.0,0.0,0.0,150.0,1.8995644971728325,0.0,150.0,153408
102,0.0,0.0,0.0,150.0,1.8926302045583725,0.0,150.0,154912
103,0.0,0.0,0.0,150.0,1.8652601838111877,0.0,150.0,156416
104,0.0,0.0,0.0,150.0,1.894982285797596,0.0,150.0,157920
105,0.0,0.0,0.0,150.0,1.8921073377132416,0.0,150.0,159424
106,0.0,0.0,0.0,150.0,1.9055206924676895,0.0,150.0,160928
107,0.0,0.0,0.0,150.0,1.9027671813964844,0.0,150.0,162432
108,0.0,0.0,0.0,150.0,1.911347471177578,0.0,150.0,163936
109,0.0,0.0,0.0,150.0,1.9275180995464325,0.0,150.0,165440
110,0.0,0.0,0.0,150.0,1.9396169856190681,0.0,150.0,166944
111,0.0,0.0,0.0,150.0,1.9400674924254417,0.0,150.0,168448
112,0.0,0.0,0.0,150.0,1.9383459389209747,0.0,150.0,169952
113,0.0,0.0,0.0,150.0,1.919936329126358,0.0,150.0,171456
114,0.0,0.0,0.0,150.0,1.9185716286301613,0.0,150.0,172960
115,0.0,0.0,0.0,150.0,1.9060301631689072,0.0,150.0,174464
116,0.0,0.0,0.0,150.0,1.9094933047890663,0.0,150.0,175968
117,0.0,0.0,0.0,150.0,1.923487238585949,0.0,150.0,177472
118,0.0,0.0,0.0,150.0,1.9225811213254929,0.0,150.0,178976
119,0.0,0.0,0.0,150.0,1.8979763314127922,0.0,150.0,180480
120,0.0,0.0,0.0,150.0,1.8862866461277008,0.0,150.0,181984
121,0.0,0.0,0.0,150.0,1.8712782487273216,0.0,150.0,183488
122,0.0,0.0,0.0,150.0,1.8826166689395905,0.0,150.0,184992
123,0.0,0.0,0.0,150.0,1.8508967533707619,0.0,150.0,186496
124,0.0,0.0,0.0,150.0,1.8384312242269516,0.0,150.0,188000
125,0.0,0.0,0.0,150.0,1.873192235827446,0.0,150.0,189504
126,0.0,0.0,0.0,150.0,1.8368092104792595,0.0,150.0,191008
127,0.0,0.0,0.0,150.0,1.8060179725289345,0.0,150.0,192512
128,0.0,0.0,0.0,150.0,1.801598146557808,0.0,150.0,194016
129,0.0,0.0,0.0,150.0,1.8501538634300232,0.0,150.0,195520
130,0.0,0.0,0.0,150.0,1.7990212514996529,0.0,150.0,197024
131,0.0,0.0,0.0,150.0,1.8365969806909561,0.0,150.0,198528
132,0.0,0.0,0.0,150.0,1.7984619066119194,0.0,150.0,200032
133,0.0,0.0,0.0,150.0,1.7890822812914848,0.0,150.0,201536
134,0.0,0.0,0.0,150.0,1.7850500494241714,0.0,150.0,203040
135,0.0,0.0,0.0,150.0,1.8558373674750328,0.0,150.0,204544
136,0.0,0.0,0.0,150.0,1.8243430852890015,0.0,150.0,206048
137,0.0,0.0,0.0,150.0,1.8107703775167465,0.0,150.0,207552
138,0.0,0.0,0.0,150.0,1.7921345755457878,0.0,150.0,209056
139,0.0,0.0,0.0,150.0,1.8214423954486847,0.0,150.0,210560
140,0.0,0.0,0.0,150.0,1.8163230642676353,0.0,150.0,212064
141,0.0,0.0,0.0,150.0,1.818123273551464,0.0,150.0,213568
142,0.0,0.0,0.0,150.0,1.7845091670751572,0.0,150.0,215072
143,0.0,0.0,0.0,150.0,1.6764057651162148,0.0,150.0,216576
144,0.0,0.0,0.0,150.0,1.7402623519301414,0.0,150.0,218080
145,0.0,0.0,0.0,150.0,1.710373006761074,0.0,150.0,219584
146,0.0,0.0,0.0,150.0,1.7766630351543427,0.0,150.0,221088
147,0.0,0.0,0.0,150.0,1.7712141647934914,0.0,150.0,222592
148,0.0,0.0,0.0,150.0,1.7554723843932152,0.0,150.0,224096
149,0.0,0.0,0.0,150.0,1.6857833489775658,0.0,150.0,225600
150,0.0,0.1,0.0,150.0,1.6483100280165672,0.06399999999999999,141.0,227104
151,0.0,0.1,0.0,150.0,1.760649934411049,0.06399999999999999,141.0,228608
152,0.0,0.1,0.0,150.0,1.7550264224410057,0.06399999999999999,141.0,230112
153,0.0,0.1,0.0,150.0,1.6996903792023659,0.06399999999999999,141.0,231616
154,0.0,0.1,0.0,150.0,1.7499897107481956,0.06399999999999999,141.0,233120
155,0.0,0.1,0.0,150.0,1.6184104904532433,0.06399999999999999,141.0,234624
156,0.0,0.1,0.0,150.0,1.6646046042442322,0.06399999999999999,141.0,236128
157,0.0,0.1,0.0,150.0,1.6638531908392906,0.06399999999999999,141.0,237632
158,0.0,0.1,0.0,150.0,1.557756021618843,0.06399999999999999,141.0,239136
159,0.0,0.1,0.0,150.0,1.6668161526322365,0.06399999999999999,141.0,240640
160,0.0,0.0,0.0,150.0,1.6656052768230438,0.0,150.0,242144
161,0.0,0.0,0.0,150.0,1.727541223168373,0.0,150.0,243648
162,0.0,0.0,0.0,150.0,1.5829326584935188,0.0,150.0,245152
163,0.0,0.0,0.0,150.0,1.6535740718245506,0.0,150.0,246656
164,0.0,0.0,0.0,150.0,1.6267833039164543,0.0,150.0,248160
165,0.0,0.0,0.0,150.0,1.700368195772171,0.0,150.0,249664
166,0.0,0.0,0.0,150.0,1.6745160669088364,0.0,150.0,251168
167,0.0,0.0,0.0,150.0,1.684727817773819,0.0,150.0,252672
168,0.09090909090909091,0.0,0.060363636363636355,141.45454545454547,1.672180026769638,0.0,150.0,254176
169,0.0,0.0,0.0,150.0,1.648117147386074,0.0,150.0,255680
170,0.0,0.0,0.0,150.0,1.6228983104228973,0.0,150.0,257184
171,0.0,0.0,0.0,150.0,1.687513493001461,0.0,150.0,258688
172,0.0,0.0,0.0,150.0,1.6459630727767944,0.0,150.0,260192
173,0.0,0.0,0.0,150.0,1.6960850581526756,0.0,150.0,261696
174,0.0,0.0,0.0,150.0,1.5725724324584007,0.0,150.0,263200
175,0.0,0.0,0.0,150.0,1.5642034858465195,0.0,150.0,264704
176,0.0,0.0,0.0,150.0,1.6595461517572403,0.0,150.0,266208
177,0.0,0.0,0.0,150.0,1.72080098092556,0.0,150.0,267712
178,0.0,0.0,0.0,150.0,1.6718850508332253,0.0,150.0,269216
179,0.0,0.0,0.0,150.0,1.7137716636061668,0.0,150.0,270720
180,0.0,0.0,0.0,150.0,1.7444146424531937,0.0,150.0,272224
181,0.0,0.0,0.0,150.0,1.8009169325232506,0.0,150.0,273728
182,0.0,0.0,0.0,150.0,1.7930512875318527,0.0,150.0,275232
183,0.1,0.0,0.014800000000000002,149.2,1.8370987698435783,0.0,150.0,276736
184,0.0,0.0,0.0,150.0,1.814316339790821,0.0,150.0,278240
185,0.0,0.0,0.0,150.0,1.8001280650496483,0.0,150.0,279744
186,0.0,0.0,0.0,150.0,1.8552262410521507,0.0,150.0,281248
187,0.0,0.0,0.0,150.0,1.883294589817524,0.0,150.0,282752
188,0.0,0.0,0.0,150.0,1.8380232602357864,0.0,150.0,284256
189,0.0,0.0,0.0,150.0,1.8518404960632324,0.0,150.0,285760
190,0.0,0.0,0.0,150.0,1.863469421863556,0.0,150.0,287264
191,0.09090909090909091,0.0,0.05709090909090909,142.0,1.9017091244459152,0.0,150.0,288768
192,0.1111111111111111,0.0,0.030444444444444448,146.77777777777777,1.8983681574463844,0.0,150.0,290272
193,0.0,0.0,0.0,150.0,1.8964561000466347,0.0,150.0,291776
194,0.0,0.0,0.0,150.0,1.8964987620711327,0.0,150.0,293280
195,0.0,0.0,0.0,150.0,1.9177443608641624,0.0,150.0,294784
196,0.0,0.0,0.0,150.0,1.915046066045761,0.0,150.0,296288
197,0.0,0.0,0.0,150.0,1.8934816494584084,0.0,150.0,297792
198,0.0,0.0,0.0,150.0,1.8870704025030136,0.0,150.0,299296
199,0.0,0.0,0.0,150.0,1.8561511412262917,0.0,150.0,300800
